iso3c,year,youth_unemp,internet,fertility,mental_health,house_price,continent,income_group,gdp_pc,tertiary_ed,urban_pct
AFG,2023,17.494,15.92840004,4.84,0.1631364024420641,NA,Asia,AFG,378.06630312259,NA,25.4730529631167
AFG,2022,17.539,15.86629963,4.932,0.1530717960901612,NA,Asia,AFG,377.665627080705,NA,25.3939250580909
AFG,2021,16.013,16.51429939,5.039,0.1537544249161183,NA,Asia,AFG,408.625855217403,NA,25.3478620272481
AFG,2020,16.053,17.04850006,5.145,0.1512871729515531,NA,Asia,AFG,527.834554499306,10.85435962677,25.2622103446137
AFG,2019,15.52,17.60000038,5.238,0.1320280751992188,NA,Asia,AFG,557.861533207459,NA,25.1437258839803
AFG,2018,16.402,16.799999239999998,5.327,0.1315275923676729,NA,Asia,AFG,553.125151688293,9.99592018127441,24.9991645191406
AFG,2017,17.31,13.5,5.433,0.1310120201011298,NA,Asia,AFG,562.769574140988,NA,24.8352821238871
AFG,2016,14.932,11,5.542,0.1304095020793299,NA,Asia,AFG,563.872336723147,NA,24.6588345720126
AFG,2015,12.534,8.260000229,5.652,0.1299744420253892,NA,Asia,AFG,565.569730408751,NA,24.4649118421568
AFG,2014,10.094,7,5.77,0.1294143645208786,NA,Asia,AFG,575.146245808546,8.39764022827148,24.1910166387726
AFG,2013,10.104,5.900000095,5.879,0.128864913968763,NA,Asia,AFG,580.603833333096,NA,23.8077136743646
AFG,2012,10.071,5.454500198,5.985,0.1285393088491182,NA,Asia,AFG,568.929021458341,NA,23.3434391310979
AFG,2011,10.044,5,6.094,0.1283558120768881,NA,Asia,AFG,525.42698276582,3.68686008453369,22.8205691572485
AFG,2010,10.041,4,6.195,0.1284136670263013,NA,Asia,AFG,542.871030476037,NA,22.2614799010924
AFG,2009,10.056,3.55,6.295,0.1285396896849985,NA,Asia,AFG,488.830652491949,3.93815994262695,21.6885475109053
AFG,2008,10.137,1.84,6.392,0.1286898340900577,NA,Asia,AFG,417.647282647498,NA,21.1241481349633
AFG,2007,10.12,1.899999976,6.508,0.1287634674302241,NA,Asia,AFG,410.757728879097,NA,20.5906579215423
AFG,2006,10.182,2.10712364546412,6.686,0.12875366667144789,NA,Asia,AFG,367.75831169358,NA,20.1104530189181
AFG,2005,10.176,1.22414808372471,6.858,0.1287271569529128,NA,Asia,AFG,363.640141436773,NA,19.7059095753667
AFG,2004,10.111,0.105809030021958,7.018,0.1288207155341786,NA,Asia,AFG,338.637273888197,1.39064002037048,19.3993593959593
AFG,2003,10.159,0.0878912528559713,7.174,0.1290475466311411,NA,Asia,AFG,346.071627096223,1.37434995174408,19.1600346409089
AFG,2002,10.181,0.00456139517022146,7.32,0.1290757397712804,NA,Asia,AFG,338.139973643387,NA,18.9412480133309
AFG,2001,10.271,0.00472256824217368,7.453,0.1292227458379666,NA,Asia,AFG,277.118051443941,NA,18.7412381251552
AFG,2000,10.203,NA,7.566,0.1290879865966832,NA,Asia,AFG,308.318269746638,NA,18.5581995230666
ALB,2023,25.41,83.13559161,1.348,0.1419435693435878,NA,Europe,ALB,6198.17195301204,64.7293520237257,58.2106086137857
ALB,2022,24.543,82.61367544,1.355,0.1325978350305963,NA,Europe,ALB,5867.65096230557,62.647921513098,57.8643477747383
ALB,2021,27.089,79.32371752,1.365,0.1315781078574863,NA,Europe,ALB,5511.75743402862,59.9698690125562,57.5077187031778
ALB,2020,26.422,72.23767711,1.371,0.1307871923121997,NA,Europe,ALB,4980.61699524696,61.5853024328899,57.1408592155544
ALB,2019,26.942,68.5503911218006,1.395,0.1187030871336602,NA,Europe,ALB,5072.43648354739,61.4085141527142,56.7639071287255
ALB,2018,28.109,65.40000153,1.415,0.1187590780397651,NA,Europe,ALB,4893.82375538717,56.0802964109938,56.377000259892
ALB,2017,31.184,62.40000153,1.486,0.1190255054227118,NA,Europe,ALB,4648.23078660658,58.0177836674929,55.980276426546
ALB,2016,35.918,59.59999847,1.555,0.1186579522655177,NA,Europe,ALB,4431.55635814168,58.4884791901189,55.5738734464276
ALB,2015,39.628,56.90000153,1.631,0.1176197956023448,NA,Europe,ALB,4199.53912925398,61.9608485481051,55.1579291374894
ALB,2014,39.554,54.29999924,1.721,0.1177026903526118,NA,Europe,ALB,4045.11934884933,65.5507096860696,54.7325813178673
ALB,2013,31.207,51.79999924,1.741,0.1165569271084152,NA,Europe,ALB,3895.89975621942,63.8440585382953,54.2979678058548
ALB,2012,28.871,49.40000153,1.719,0.1163044438474477,NA,Europe,ALB,3771.84781862015,58.6214186004979,53.8637553661449
ALB,2011,22.697,47,1.677,0.1160369406090582,NA,Europe,ALB,3677.89457937717,49.3997040639925,53.2917382892465
ALB,2010,30.867,45,1.653,0.11524167074132011,NA,Europe,ALB,3579.82413181046,43.3279304504395,51.8815774292716
ALB,2009,27.357,41.2,1.638,0.1154915134511567,NA,Europe,ALB,3459.24695646692,32.9239883422852,50.6132439427449
ALB,2008,26.605,23.86,1.616,0.1149897967268874,NA,Europe,ALB,3345.98161761476,31.6839599609375,49.3850699230207
ALB,2007,26.645,15.03610039,1.633,0.1145017769168946,NA,Europe,ALB,3105.8796756386,30.2319297790527,48.2022815728384
ALB,2006,25.877,9.609999657,1.686,0.113781014580716,NA,Europe,ALB,2894.36032580174,26.2101001739502,47.0701050949378
ALB,2005,26.243,6.04389086404814,1.787,0.1133798508106014,NA,Europe,ALB,2712.86983830331,22.389009475708,45.9937666920583
ALB,2004,26.605,2.42038779776014,1.889,0.1135130488809682,NA,Europe,ALB,2567.29763687121,19.1295795440674,44.9784925669394
ALB,2003,27.516,0.971900415195857,2.006,0.1122865840907859,NA,Europe,ALB,2428.68934653563,16.3662395477295,44.0295089223208
ALB,2002,28.774,0.39008127343332,2.002,0.1128296097765676,NA,Europe,ALB,2297.10853513924,16.3895606994629,43.1520419609419
ALB,2001,29.816,0.325798377067964,2.141,0.1127802133417935,NA,Europe,ALB,2188.91854451375,15.4820499420166,42.354513990929
ALB,2000,30.433,0.114097346552109,2.217,0.1125868870682901,NA,Europe,ALB,1991.91435867116,15.3867101669312,41.6135829609314
DZA,2023,29.995,76.19760132,2.766,0.1496640894143247,NA,Africa,DZA,4660.40545687895,55.5320185816789,74.732808364138
DZA,2022,31.359,74.78150177,2.817,0.1441795296197633,NA,Africa,DZA,4544.46688060372,53.3875786756,74.1795862354514
DZA,2021,33.828,72.21240234,2.87,0.1439365480591769,NA,Africa,DZA,4456.74687637774,54.2222597146723,73.6199218261573
DZA,2020,35.767,63.47269821,2.94,0.145253450540613,NA,Africa,DZA,4363.68533767783,53.3752192208988,73.0541126293395
DZA,2019,31.202,55.79069901,2.997,0.1328625611009697,NA,Africa,DZA,4672.66408678635,53.8645018203122,72.4824561380175
DZA,2018,30.709,49.0384680793271,3.019,0.1336930536035206,NA,Africa,DZA,4717.0035885361,52.8819387317527,71.905249845153
DZA,2017,30.295,47.69110107,3.09,0.1336919430027401,NA,Africa,DZA,4742.90075532529,49.177689984383,71.3227912436551
DZA,2016,26.228,42.94549942,3.091,0.133936931593425,NA,Africa,DZA,4768.73140081027,43.9040620880927,70.7353778263851
DZA,2015,30.377,38.20000076,3.091,0.1342079544019518,NA,Africa,DZA,4685.05902729002,38.2444735695552,70.1433070861612
DZA,2014,25.664,29.5,3.084,0.1342764776804529,NA,Africa,DZA,4634.10149179952,36.0427983596258,69.5468765157615
DZA,2013,25.459,22.5,2.997,0.1348794461543784,NA,Africa,DZA,4543.23444006767,35.4386275633738,68.9463836079277
DZA,2012,27.872,18.200000760000002,2.996,0.1353074640470178,NA,Africa,DZA,4518.43978956464,33.5570987119466,68.3421258553675
DZA,2011,22.803,14.899999619999999,2.899,0.1356767783398708,NA,Africa,DZA,4501.3543013352,32.3866003582095,67.7344007507578
DZA,2010,22.161,12.5,2.875,0.1359681506546849,NA,Africa,DZA,4456.6102741643,30.7344437013341,67.1235057867459
DZA,2009,21.78,11.23,2.825,0.1363157808482468,NA,Africa,DZA,4336.10054052949,30.5014705657959,66.5097384559521
DZA,2008,24.431,10.18,2.785,0.1364259645411937,NA,Africa,DZA,4367.56538017541,NA,65.901485871159
DZA,2007,27.939,9.45119062555304,2.704,0.1366839834824283,NA,Africa,DZA,4339.25055772831,23.5956306457519,65.1690763324461
DZA,2006,24.398,7.37598495634886,2.628,0.1367212367282693,NA,Africa,DZA,4279.61547120827,21.3458003997803,64.4154348614309
DZA,2005,31.243,5.843900204,2.562,0.136807951897028,NA,Africa,DZA,4223.60252133943,20.7098693847656,63.6598541890144
DZA,2004,34.211,4.63447508776537,2.5,0.1369667369407497,NA,Africa,DZA,4066.28204806495,18.8709297180176,62.9023132048725
DZA,2003,43.862,2.19535973086144,2.451,0.1370707725660656,NA,Africa,DZA,3945.89816094007,18.211820602417,62.1427907986812
DZA,2002,46.034,1.59164126035832,2.429,0.1370992695001362,NA,Africa,DZA,3754.66081538446,16.9754199981689,61.3812658601162
DZA,2001,46.927,0.646114016703792,2.519,0.1369114722689245,NA,Africa,DZA,3610.00605631983,15.2947797775269,60.6177172788536
DZA,2000,50.661,0.491705679141589,2.59,0.13683939260415,NA,Africa,DZA,3553.32420521991,NA,59.8521239445692
ASM,2023,NA,NA,2.286,0.1282533889665077,NA,Oceania,ASM,NA,NA,81.3721542708222
ASM,2022,NA,NA,2.305,0.1208124524209869,NA,Oceania,ASM,13709.0974895473,NA,81.794797704649
ASM,2021,NA,NA,2.327,0.1211904303801038,NA,Oceania,ASM,13233.5784817341,NA,82.2127091544092
ASM,2020,NA,NA,2.36,0.1181645249071287,NA,Oceania,ASM,13194.274740128,NA,82.6240780620716
ASM,2019,NA,NA,2.404,0.1065976392908462,NA,Oceania,ASM,12524.0160252283,NA,83.0542171797274
ASM,2018,NA,NA,2.494,0.1060541987000869,NA,Oceania,ASM,12412.6024074562,NA,83.4779973316097
ASM,2017,NA,NA,2.598,0.1053985516231775,NA,Oceania,ASM,11930.7771236826,NA,83.8890385422071
ASM,2016,NA,NA,2.699,0.1054349100529096,NA,Oceania,ASM,12665.2829921268,NA,84.2862824389061
ASM,2015,NA,NA,2.78,0.1047544037624684,NA,Oceania,ASM,12727.4102651386,NA,84.668670649093
ASM,2014,NA,NA,2.852,0.1032083830501422,NA,Oceania,ASM,12203.0894714284,NA,85.0351448001542
ASM,2013,NA,NA,2.932,0.104082324430593,NA,Oceania,ASM,11871.7937192729,NA,85.3846465194761
ASM,2012,NA,NA,3.043,0.1018954853777807,NA,Oceania,ASM,12068.2667374983,NA,85.7161174344451
ASM,2011,NA,NA,3.169,0.1019979807603157,NA,Oceania,ASM,12521.8095058644,NA,86.0284991724475
ASM,2010,NA,NA,3.292,0.1023164074074091,NA,Oceania,ASM,12446.3086265015,NA,86.3190673549669
ASM,2009,NA,NA,3.359,0.1018306005662915,NA,Oceania,ASM,12342.0575384016,NA,86.6035980447517
ASM,2008,NA,NA,3.42,0.1028930724655709,NA,Oceania,ASM,12809.4633079683,NA,86.9001769674517
ASM,2007,NA,NA,3.509,0.1025701603702116,NA,Oceania,ASM,13092.3111393408,NA,87.2017863350389
ASM,2006,NA,NA,3.685,0.1021788370480676,NA,Oceania,ASM,12794.7565021718,NA,87.4983609900321
ASM,2005,NA,NA,3.863,0.1011345803565826,NA,Oceania,ASM,13284.2791128875,NA,87.7798357749499
ASM,2004,NA,NA,3.945,0.1000901728276802,NA,Oceania,ASM,13291.5356626851,NA,88.0361455323111
ASM,2003,NA,NA,3.91,0.0997593195082771,NA,Oceania,ASM,13201.7347516166,NA,88.2572251046343
ASM,2002,NA,NA,3.866,0.098129610136743,NA,Oceania,ASM,13054.6364326897,NA,88.4330093344384
ASM,2001,NA,NA,3.87,0.0979772368776793,NA,Oceania,ASM,NA,NA,88.553433064242
ASM,2000,NA,NA,3.89,0.0978426816944843,NA,Oceania,ASM,NA,NA,88.6075809307222
AND,2023,NA,94.21499634,1.082,0.2040146116026753,NA,Europe,AND,40227.2524257376,62.4106937082277,88.8201609217082
AND,2022,NA,94.05169678,1.071,0.1921337982111478,NA,Europe,AND,39780.4152991834,34.6414389161411,88.7548766267286
AND,2021,NA,93.89749908,1.058,0.1875116832014598,NA,Europe,AND,36929.0364995869,15.4117647058823,88.6627318165299
AND,2020,NA,93.20570374,1.028,0.1880194458139039,NA,Europe,AND,34536.666145207,15.2605749006777,88.5907780427517
AND,2019,NA,90.71869659,1.045,0.1660033381895476,NA,Europe,AND,39346.2935180487,15.4352596927579,88.5391793666245
AND,2018,NA,93.5,1.053,0.1636564097359801,NA,Europe,AND,39242.1633307803,15.7132150886835,88.5080998493791
AND,2017,NA,91.5674670273926,1.129,0.160682224688148,NA,Europe,AND,39361.0807539996,15.6664896441848,88.4977035522461
AND,2016,NA,89.69999695,1.184,0.1579260279607002,NA,Europe,AND,40085.0394278177,15.2011095700416,88.5027454634853
AND,2015,NA,87.90000153,1.223,0.1555938983249934,NA,Europe,AND,38654.95287916,13.8206896551724,88.5180850122057
AND,2014,NA,86.09999847,1.168,0.1524669890455076,NA,Europe,AND,37300.6419409868,13.5399673735726,88.544042920911
AND,2013,NA,84.40000153,1.142,0.1500699232087423,NA,Europe,AND,35684.1861967511,14.5405405405405,88.5809399121053
AND,2012,NA,82.69999695,1.26,0.1477802538770145,NA,Europe,AND,36206.9954432018,12.870249017038,88.6290967082924
AND,2011,NA,81,1.321,0.1455813097870952,NA,Europe,AND,37637.5045137987,NA,88.6888340319763
AND,2010,NA,81,1.275,0.1434975619764785,NA,Europe,AND,36277.2814831059,NA,88.7604726056609
AND,2009,NA,78.53,1.208,0.1419818726148725,NA,Europe,AND,35604.4007343193,NA,88.84433315185
AND,2008,NA,70.04,1.25,0.1402365234512832,NA,Europe,AND,37775.1438845998,10.986120223999,88.9407363930477
AND,2007,NA,70.87,1.189,0.1390471509667743,NA,Europe,AND,40789.1781297264,NA,89.0500030517578
AND,2006,NA,48.9368469989479,1.234,0.1382251712854612,NA,Europe,AND,41322.0723316534,9.89391040802002,89.3789218918348
AND,2005,NA,37.6057662174867,1.224,0.1372892294207219,NA,Europe,AND,40528.1938997392,8.41534996032715,89.9563631945418
AND,2004,NA,26.8379543894637,1.229,0.136399850264529,NA,Europe,AND,40054.3399679173,8.74967002868652,90.5157699584961
AND,2003,NA,13.546412876439,1.18,0.135584936516674,NA,Europe,AND,39620.3387714274,8.82861995697021,90.9887515425879
AND,2002,NA,11.2604687170103,1.265,0.1351115283050759,NA,Europe,AND,38084.5022003398,7.31105995178223,91.4605308311615
AND,2001,NA,NA,1.305,0.1349865371238261,NA,Europe,AND,36790.1209900717,NA,91.8949711110146
AND,2000,NA,10.53883560922,1.273,0.1348384746642658,NA,Europe,AND,34113.8334027285,NA,92.2559356689453
AGO,2023,26.834,37.88589859,5.124,0.1767739950627309,NA,Africa,AGO,2809.15727975557,10.04935810264,69.8515032220457
AGO,2022,27.143,35.83800125,5.209,0.1662301914028659,NA,Africa,AGO,2860.90251922246,NA,69.0506188977513
AGO,2021,30.171,34.55649948,5.304,0.1671644950947486,NA,Africa,AGO,2832.81777132286,NA,68.2524163556969
AGO,2020,33.076,33.32089996,5.371,0.1637889685938031,NA,Africa,AGO,2864.16146036893,NA,67.4568270208187
AGO,2019,31.832,32.12939835,5.442,0.1451306344446179,NA,Africa,AGO,3083.97534427357,NA,66.6637823180533
AGO,2018,32.855,29,5.519,0.1453223786732073,NA,Africa,AGO,3196.79006983557,NA,65.8732136723372
AGO,2017,33.725,26,5.6,0.1447876265887535,NA,Africa,AGO,3328.8982124109,NA,65.0850525086068
AGO,2016,34.483,23.200000760000002,5.686,0.1449139423561287,NA,Africa,AGO,3454.03317187119,9.78287696232453,64.2992302517989
AGO,2015,35.122,22,5.774,0.1443814943423177,NA,Africa,AGO,3641.72893919944,8.78320868033121,63.51567832685
AGO,2014,35.743,21.3623407584103,5.864,0.1426674280964539,NA,Africa,AGO,3746.81619978613,NA,62.723115793241
AGO,2013,36.731,13,5.953,0.1446699402489141,NA,Africa,AGO,3716.29718727282,9.22339720175662,62.1333075212361
AGO,2012,37.697,7.699999809,6.039,0.143889314516543,NA,Africa,AGO,3682.35229322763,NA,61.5114223949332
AGO,2011,39.007,4.699999809,6.12,0.144351159602154,NA,Africa,AGO,3528.16824373399,6.44004138280629,60.8431610396073
AGO,2010,38.705,2.799999952,6.194,0.1447200072155728,NA,Africa,AGO,3540.79159568381,NA,60.1310289535053
AGO,2009,38.213,2.299999952,6.26,0.1447803692713595,NA,Africa,AGO,3494.80724466172,NA,59.3775316348744
AGO,2008,37.703,1.899999976,6.32,0.1443027434532591,NA,Africa,AGO,3559.19522512236,NA,58.5851745819614
AGO,2007,37.512,1.700000048,6.372,0.1447080952833928,NA,Africa,AGO,3336.36332465208,NA,57.7564632930133
AGO,2006,37.636,1.5,6.419,0.1442585775076892,NA,Africa,AGO,3065.05576243895,2.55977010726929,56.8939032662772
AGO,2005,38.018,1.143399954,6.461,0.1446441197931939,NA,Africa,AGO,2843.3966357968,2.6385600566864,56
AGO,2004,38.086,0.464814617985909,6.499,0.1449767772652353,NA,Africa,AGO,2583.32411461288,2.14597010612488,55.0445280863936
AGO,2003,38.403,0.370682065225727,6.533,0.1450740345972364,NA,Africa,AGO,2403.40415157038,2.87620997428894,54.0043545370761
AGO,2002,38.428,0.270376745595134,6.567,0.1452460985078168,NA,Africa,AGO,2404.97792071531,0.783640027046204,52.8926234794038
AGO,2001,38.99,0.136013867429868,6.601,0.1451815336175491,NA,Africa,AGO,2189.17352158246,NA,51.7224790407329
AGO,2000,39.012,0.105045562462262,6.639,0.1444540512635046,NA,Africa,AGO,2172.46326720494,NA,50.5070653484197
ATG,2023,NA,72.12409973,1.578,0.1719846000385751,NA,Americas,ATG,17789.4058123944,NA,24.4500156687422
ATG,2022,NA,71.9233017,1.58,0.163964906972848,NA,Americas,ATG,17456.8722243104,NA,24.5114484000414
ATG,2021,NA,71.64530182,1.58,0.1635377612947374,NA,Americas,ATG,16084.7214406048,NA,24.574983819566
ATG,2020,NA,71.36840057,1.569,0.1632529277818546,NA,Americas,ATG,14950.8942397208,NA,24.6406156275043
ATG,2019,NA,71.09259796,1.468,0.1486331682604922,NA,Americas,ATG,18525.2588907167,NA,24.708337524045
ATG,2018,NA,70.81790161,1.371,0.148827015846023,NA,Americas,ATG,18042.1596435727,NA,24.7781432093764
ATG,2017,NA,70.54419708,1.485,0.1487626921735199,NA,Americas,ATG,16992.9327495236,NA,24.8500263836871
ATG,2016,NA,70.27159882,1.458,0.1483635476557988,NA,Americas,ATG,16635.895232831,NA,24.9239807471655
ATG,2015,NA,70,1.567,0.1477500051899034,NA,Americas,ATG,16077.6340769406,NA,25
ATG,2014,NA,67.77999878,1.526,0.1471215558510323,NA,Americas,ATG,15967.284996712,NA,25.0899726107741
ATG,2013,NA,63.40000153,1.537,0.146777027725124,NA,Americas,ATG,15748.1952024226,NA,25.2475667667937
ATG,2012,NA,58,1.655,0.1464292458501728,NA,Americas,ATG,15989.3900199779,25.1156271899089,25.4555618588267
ATG,2011,NA,52,1.746,0.1458215613508684,NA,Americas,ATG,15633.9091131821,15.1060820367751,25.694689859722
ATG,2010,NA,47,1.785,0.1456336402623455,NA,Americas,ATG,16135.397384487,16.6952054794521,26.0170447850587
ATG,2009,NA,42,2.006,0.1455498761050007,NA,Americas,ATG,17746.700856041,14.8930101394653,26.4808350768849
ATG,2008,NA,38,2.042,0.1452864835316323,NA,Americas,ATG,20464.786306605,NA,27.0585906639822
ATG,2007,NA,34,1.86,0.1449842809159209,NA,Americas,ATG,20770.2689732844,NA,27.7201265838981
ATG,2006,NA,30,1.831,0.1446221471188993,NA,Americas,ATG,19259.6486517907,NA,28.43525787418
ATG,2005,NA,27,1.832,0.144233418798241,NA,Americas,ATG,17301.2134317518,NA,29.1737995723752
ATG,2004,NA,24.2665437161785,1.852,0.1437768904011272,NA,Americas,ATG,16433.4130541483,NA,29.905566716031
ATG,2003,NA,17.2286487816884,1.887,0.14331359178189,NA,Americas,ATG,15703.9347145491,NA,30.6003743426951
ATG,2002,NA,12.5,1.94,0.1427650906835638,NA,Americas,ATG,14968.0703013883,NA,31.2280374899146
ATG,2001,NA,8.89928551450583,2.018,0.142129337078947,NA,Americas,ATG,15003.4389169034,NA,31.7554348168059
ATG,2000,NA,6.48222573702907,2.196,0.1414878228706913,NA,Americas,ATG,15961.0918359058,NA,32.2326072041227
ARG,2023,17.946,89.22897166,1.5,0.1930704295458875,NA,Americas,ARG,12993.0928872416,107.822574129434,92.1945132257907
ARG,2022,19.004,88.37535691,1.482,0.1797875756401344,NA,Americas,ARG,13276.8232110189,107.103901423423,92.112838186126
ARG,2021,23.373,87.15070683,1.585,0.178357255567552,NA,Americas,ARG,12549.2811699342,107.219557633976,92.0292776175651
ARG,2020,30.429,85.51438646,1.601,0.1747078736626426,NA,Americas,ARG,11393.0505957877,99.3697348717996,91.9439026594897
ARG,2019,25.842,79.9469520347551,1.882,0.1535114059046637,NA,Americas,ARG,12706.3978108968,95.1928240640628,91.8567844513802
ARG,2018,23.845,77.7,2.067,0.1525238196843696,NA,Americas,ARG,13058.3285449954,91.0846512732766,91.7679941327998
ARG,2017,22.843,74.2949068657957,2.168,0.1493810013055151,NA,Americas,ARG,13520.1129846159,89.3297346952415,91.6776028433824
ARG,2016,21.799,70.9689808206024,2.241,0.1496551107940076,NA,Americas,ARG,13265.8860639123,86.6743832906399,91.5856817228217
ARG,2015,20.267,68.0430641088122,2.35,0.1478887741127534,NA,Americas,ARG,13679.6264980954,83.75569332589,91.4923019108628
ARG,2014,19.137,64.69999695,2.386,0.1468999461427424,NA,Americas,ARG,13456.1319159151,81.072589697739,91.3975345472954
ARG,2013,19.555,59.90000153,2.335,0.1459410389375924,NA,Americas,ARG,13946.0950832252,78.5681646081939,91.3014507719473
ARG,2012,18.34,55.79999924,2.304,0.1454067836956848,NA,Americas,ARG,13754.4254235596,78.1465174294761,91.2041217246797
ARG,2011,18.71,51,2.393,0.1451910530975536,NA,Americas,ARG,14040.6189124444,77.0101185060955,91.1072286738406
ARG,2010,19.381,45,2.411,0.1451201439926193,NA,Americas,ARG,13387.155374845801,73.803669361107,90.9930051940977
ARG,2009,21.184,34,2.4,0.1452041142483719,NA,Americas,ARG,12285.3784651865,70.6931915283203,90.8209023233265
ARG,2008,18.927,28.1126234799907,2.432,0.1454225641129904,NA,Americas,ARG,13197.3570267029,68.5610733032227,90.6521912139817
ARG,2007,20.242,25.9466329403819,2.37,0.1452669047400696,NA,Americas,ARG,12811.9021206578,66.6672210693359,90.4796632279031
ARG,2006,23.777,20.9272021035896,2.4,0.1452064539123267,NA,Americas,ARG,11870.2791559298,66.9444732666016,90.3033726521064
ARG,2005,26.207,17.7205833696065,2.426,0.1449315641912334,NA,Americas,ARG,11099.7509190602,63.4893112182617,90.1233737736072
ARG,2004,29.544,16.0366841054923,2.43,0.1446961894493726,NA,Americas,ARG,10302.4465316428,64.5891418457031,89.9397208794212
ARG,2003,32.924,11.9136965509954,2.451,0.1445182748536427,NA,Americas,ARG,9545.53194119994,64.0304870605469,89.752468256564
ARG,2002,41.353,10.8821243775325,2.493,0.1443823288192226,NA,Americas,ARG,8861.56199282278,61.7228813171387,89.5616701920513
ARG,2001,37.025,9.78080728532407,2.531,0.1442358203864231,NA,Americas,ARG,10051.9448463043,58.4697608947754,89.3682951289372
ARG,2000,32.346,7.0386830862178,2.591,0.1445640453994796,NA,Americas,ARG,10631.6503639029,54.0843505859375,89.1760271133454
ARM,2023,26.736,79.99663036,1.9,0.1606765108093445,NA,Asia,ARM,5197.23509013575,56.2770051010456,65.6956882008852
ARM,2022,26.691,77.02767465,1.7,0.150866693038862,NA,Asia,ARM,4791.00481712183,57.1818422625098,65.5624462874485
ARM,2021,30.095,78.61225758,1.7,0.149616304684043,NA,Asia,ARM,4264.79961505187,56.6235144830279,65.3572875314441
ARM,2020,32.079,76.50770055,1.7,0.1500160854587809,NA,Asia,ARM,4032.09043454955,52.3331534448642,65.174217253699
ARM,2019,32.613,66.5439496866159,1.6,0.1338576077210017,NA,Asia,ARM,4343.45839583019,53.5944174785534,65.0047033570428
ARM,2018,33.62,68.2450522610271,1.6,0.1341044543205475,NA,Asia,ARM,4027.83393010979,57.4585357681354,64.8502833795679
ARM,2017,37.728,64.7448843250726,1.6,0.1339299835951144,NA,Asia,ARM,3815.3747426037,55.5065519523494,64.7124948593667
ARM,2016,35.657,64.3460297653742,1.6,0.1337840102397628,NA,Asia,ARM,3533.88503607007,54.3432877365993,64.5928753345316
ARM,2015,31.854,59.1008337674937,1.6,0.1336257237010675,NA,Asia,ARM,3512.39350276709,48.7313687040259,64.4929623431549
ARM,2014,36.376,54.6228058583362,1.7,0.1335787396454554,NA,Asia,ARM,3393.09252326884,47.7150849538629,64.4142934233291
ARM,2013,35.034,41.9,1.6,0.13326369211655,NA,Asia,ARM,3266.29882999873,44.8347790892711,64.3584061131466
ARM,2012,34.299,37.5,1.6,0.1328280370242291,NA,Asia,ARM,3159.75860786889,44.4855719494927,64.3268379506998
ARM,2011,38.08,32,1.5,0.1322651865790905,NA,Asia,ARM,2943.83687119315,51.2949290708131,64.3207449145194
ARM,2010,37.517,25,1.5,0.1319391916124318,NA,Asia,ARM,2796.08143428043,50.5839875932926,64.3304164043132
ARM,2009,39.529,15.30000019,1.5,0.1317207040727884,NA,Asia,ARM,2716.97436280471,49.0897102355957,64.3519530388516
ARM,2008,35.614,6.21,1.4,0.1313883892437548,NA,Asia,ARM,3141.33193500774,46.5244903564453,64.3840928379746
ARM,2007,11.92,6.021299839,1.4,0.1309559216668756,NA,Asia,ARM,2919.3734936373,44.4558410644531,64.4257647857723
ARM,2006,11.951,5.631800175,1.3,0.1303931388081192,NA,Asia,ARM,2551.43546358452,41.5903587341309,64.4758978663344
ARM,2005,11.975,5.252999783,1.3,0.1298862809351764,NA,Asia,ARM,2240.09273209788,37.7094497680664,64.5334210637509
ARM,2004,12.005,4.8990085713054,1.4,0.1290990736748083,NA,Asia,ARM,1955.22262459229,35.8360900878906,64.5972633621116
ARM,2003,12.039,4.57521722477781,1.3,0.1287611879854487,NA,Asia,ARM,1759.64684829386,35.0657081604004,64.6663537455064
ARM,2002,12.095,1.9604050458212,1.2,0.1282465127148047,NA,Asia,ARM,1535.20452885187,33.9618911743164,64.7396211980252
ARM,2001,12.159,1.63109466677715,1.2,0.1279651872421991,NA,Asia,ARM,1351.12072694555,31.3409194946289,64.8228123790872
ARM,2000,12.192,1.30047002237784,1.3,0.127676712001392,NA,Asia,ARM,1229.21510436102,32.5305213928223,64.959237917436
ABW,2023,NA,NA,1.602,NA,NA,Americas,ABW,31430.9353682253,NA,61.8351492675589
ABW,2022,NA,NA,1.615,NA,NA,Americas,ABW,29195.2670227422,NA,61.8811657924257
ABW,2021,NA,NA,1.631,NA,NA,Americas,ABW,26292.9179363154,NA,61.9275339886843
ABW,2020,NA,NA,1.662,NA,NA,Americas,ABW,22729.8897593533,NA,62.0028837566365
ABW,2019,NA,NA,1.701,NA,NA,Americas,ABW,29699.1805366222,NA,62.288276286885
ABW,2018,NA,NA,1.732,NA,NA,Americas,ABW,29419.208623316,NA,62.5367636985996
ABW,2017,NA,97.17,1.785,NA,NA,Americas,ABW,28548.8904317739,NA,62.7768488886109
ABW,2016,NA,93.542453865048,1.848,NA,NA,Americas,ABW,27587.2498040483,17.1416206359863,63.0077880571142
ABW,2015,NA,88.661226932496,1.899,NA,NA,Americas,ABW,27458.2201537506,16.7312393188477,63.2288374043053
ABW,2014,NA,83.78,1.944,NA,NA,Americas,ABW,26773.8226808518,17.7518997192383,63.4392531303795
ABW,2013,NA,78.9,1.944,NA,NA,Americas,ABW,26680.1411206342,17.1258697509766,63.6382914355326
